링크,제목,키워드,기관,카테고리목록
https://www.damoa.or.kr/main/cmf_video.php?no=2261,문재인 대통령 초상화를 완성하는 진우,대통령,유튜브 채널 발달장애 진우의 자립생활,기타/대통령; 생활정보/대통령; 유튜브/대통령; 직업/대통령; 건강/대통령; 부모교육 및 지원정책/대통령; 우리들의 이야기/대통령; 교육/대통령; 취미/대통령; 요리/대통령; 안전/대통령
https://www.damoa.or.kr/main/cmf_video.php?no=3857,용산 대통령실에 발달장애 예술가 작품 전시 / YTN,대통령,유튜브 채널 YTN,기타/대통령; 생활정보/대통령; 유튜브/대통령; 직업/대통령; 건강/대통령; 부모교육 및 지원정책/대통령; 우리들의 이야기/대통령; 교육/대통령; 취미/대통령; 요리/대통령; 안전/대통령
https://www.damoa.or.kr/main/cmf_video.php?no=3854,[현장의재구성] 대통령이 발달장애 아티스트들에게 한 약속 #Shorts / 연합뉴스TV (YonhapnewsTV),대통령,유튜브 채널 연합뉴스TV,기타/대통령; 생활정보/대통령; 유튜브/대통령; 직업/대통령; 건강/대통령; 부모교육 및 지원정책/대통령; 우리들의 이야기/대통령; 교육/대통령; 취미/대통령; 요리/대통령; 안전/대통령
https://www.damoa.or.kr/main/cmf_video.php?no=3852,윤대통령 드라마로 발달장애 관심 높아…더 열심히 지원 / 연합뉴스TV (YonhapnewsTV),대통령,유튜브 채널 연합뉴스TV,기타/대통령; 생활정보/대통령; 유튜브/대통령; 직업/대통령; 건강/대통령; 부모교육 및 지원정책/대통령; 우리들의 이야기/대통령; 교육/대통령; 취미/대통령; 요리/대통령; 안전/대통령
https://www.damoa.or.kr/main/cmf_video.php?no=3851,"윤 대통령, 발달장애인 돌봄시설 찾았다! 현장 방문해 격려하고 장애인복지관 관계자와의 간담회 참석!",대통령,유튜브 채널 KTV국민방송,기타/대통령; 생활정보/대통령; 유튜브/대통령; 직업/대통령; 건강/대통령; 부모교육 및 지원정책/대통령; 우리들의 이야기/대통령; 교육/대통령; 취미/대통령; 요리/대통령; 안전/대통령
https://www.damoa.or.kr/main/cmf_video.php?no=1657,[MBCNEWS] 문 대통령 발달장애 관련 예산 3배 확대,대통령,유튜브 채널 MBCNEWS,기타/대통령; 생활정보/대통령; 유튜브/대통령; 직업/대통령; 건강/대통령; 부모교육 및 지원정책/대통령; 우리들의 이야기/대통령; 교육/대통령; 취미/대통령; 요리/대통령; 안전/대통령
https://www.damoa.or.kr/main/cmf_video.php?no=1639,[YTN News] 문 대통령 발달장애 영유아기 진단 중요...내년 예산 세 배 확대,대통령,유튜브 채널 YTN NEWS,기타/대통령; 생활정보/대통령; 유튜브/대통령; 직업/대통령; 건강/대통령; 부모교육 및 지원정책/대통령; 우리들의 이야기/대통령; 교육/대통령; 취미/대통령; 요리/대통령; 안전/대통령
https://www.damoa.or.kr/main/cmf_video.php?no=4603,[아침마당]특별인터뷰 - 발달 장애 작가 초대전 박상현,,유튜브 채널 Radio Korea,건강/라디오; 부모교육 및 지원정책/라디오; 우리들의 이야기/라디오; 교육/라디오; 취미/라디오; 요리/라디오; 안전/라디오; 기타/라디오; 생활정보/라디오; 유튜브/라디오; 직업/라디오
https://www.damoa.or.kr/main/cmf_video.php?no=4357,[굿데이 LA]발달장애인들을 위한 서비스 - 샌가브리엘/포모나 리저널 센터 & 시소 커뮤니티 #라디오코리아 #보이는라디오 #실시간방송,라디오,유튜브 채널 Radio Korea,건강/라디오; 부모교육 및 지원정책/라디오; 우리들의 이야기/라디오; 교육/라디오; 취미/라디오; 요리/라디오; 안전/라디오; 기타/라디오; 생활정보/라디오; 유튜브/라디오; 직업/라디오
https://www.damoa.or.kr/main/cmf_video.php?no=1987,발달장애아동과 함께 성장하는 예지맘의 이야기,,유튜브 채널 momsradio *,건강/라디오; 부모교육 및 지원정책/라디오; 우리들의 이야기/라디오; 교육/라디오; 취미/라디오; 요리/라디오; 안전/라디오; 기타/라디오; 생활정보/라디오; 유튜브/라디오; 직업/라디오
https://www.damoa.or.kr/main/cmf_video.php?no=1489,"[YTN라디오 - 나누면행복한라디오쇼] 발달장애 1급, 화가의 꿈을 키워가는 수환이의 이야기",라디오,유튜브 채널 YTN RADIO,건강/라디오; 부모교육 및 지원정책/라디오; 우리들의 이야기/라디오; 교육/라디오; 취미/라디오; 요리/라디오; 안전/라디오; 기타/라디오; 생활정보/라디오; 유튜브/라디오; 직업/라디오
https://www.damoa.or.kr/main/cmf_video.php?no=1488,"[나누면 행복한 라디오쇼]발달장애 1급,.../ YTN 라디오",라디오,유튜브 채널 YTN RADIO,건강/라디오; 부모교육 및 지원정책/라디오; 우리들의 이야기/라디오; 교육/라디오; 취미/라디오; 요리/라디오; 안전/라디오; 기타/라디오; 생활정보/라디오; 유튜브/라디오; 직업/라디오
https://www.damoa.or.kr/main/cmf_video.php?no=1478,발달장애인 부모를 위한 힐링라디오 [예지맘의괜찮아1회],라디오,유튜브 채널 맘스라디오(Audio),건강/라디오; 부모교육 및 지원정책/라디오; 우리들의 이야기/라디오; 교육/라디오; 취미/라디오; 요리/라디오; 안전/라디오; 기타/라디오; 생활정보/라디오; 유튜브/라디오; 직업/라디오
https://www.damoa.or.kr/main/cmf_video.php?no=1473,[YTN라디오 - 나누면행복한라디오쇼] 발달장애를 앓고 있는 여섯 살 준수 이야기,라디오,유튜브 채널 YTN RADIO,건강/라디오; 부모교육 및 지원정책/라디오; 우리들의 이야기/라디오; 교육/라디오; 취미/라디오; 요리/라디오; 안전/라디오; 기타/라디오; 생활정보/라디오; 유튜브/라디오; 직업/라디오
https://www.damoa.or.kr/main/cmf_video.php?no=1394,[YTN 라디오 - 나누면행복한라디오쇼] 발달장애에 뇌출혈의 위험을 안고 사는 중학생 건우의 이야기,라디오,유튜브 채널 YTN RADIO,건강/라디오; 부모교육 및 지원정책/라디오; 우리들의 이야기/라디오; 교육/라디오; 취미/라디오; 요리/라디오; 안전/라디오; 기타/라디오; 생활정보/라디오; 유튜브/라디오; 직업/라디오
https://www.damoa.or.kr/main/cmf_video.php?no=1389,[라디오]김기자가 간다 - 발달장애 부모들은 왜 무릎 꿇었을까?,라디오,유튜브 채널 미디어협동조합,건강/라디오; 부모교육 및 지원정책/라디오; 우리들의 이야기/라디오; 교육/라디오; 취미/라디오; 요리/라디오; 안전/라디오; 기타/라디오; 생활정보/라디오; 유튜브/라디오; 직업/라디오
https://www.damoa.or.kr/main/cmf_video.php?no=1365,[라디오] 시사남녀_4부 발달장애다큐 '유쾌한 영배씨',라디오,유튜브 채널 미디어협동조합,건강/라디오; 부모교육 및 지원정책/라디오; 우리들의 이야기/라디오; 교육/라디오; 취미/라디오; 요리/라디오; 안전/라디오; 기타/라디오; 생활정보/라디오; 유튜브/라디오; 직업/라디오
https://www.damoa.or.kr/main/cmf_video.php?no=249,자폐라는 세상에서는 [라디오 공익광고],라디오,유튜브 채널 한국자폐인사랑협회,건강/라디오; 부모교육 및 지원정책/라디오; 우리들의 이야기/라디오; 교육/라디오; 취미/라디오; 요리/라디오; 안전/라디오; 기타/라디오; 생활정보/라디오; 유튜브/라디오; 직업/라디오
https://www.damoa.or.kr/main/cmf_video.php?no=26,마트에서 이것저것 물건사기,,EBS,안전/물건 구매하기; 부모교육 및 지원정책/장보기; 기타/교육정보; 취미/장보기; 유튜브/장보기; 부모교육 및 지원정책/교육정보; 생활정보/장보기; 직업/장보기; 건강/장보기; 취미/교육정보; 기타/물건 구매하기; 우리들의 이야기/장보기; 유튜브/교육정보; 교육/장보기; 요리/장보기; 직업/교육정보; 건강/교육정보; 부모교육 및 지원정책/물건 구매하기; 우리들의 이야기/교육정보; 교육/교육정보; 취미/물건 구매하기; 요리/교육정보; 안전/장보기; 생활정보/물건 구매하기; 유튜브/물건 구매하기; 직업/물건 구매하기; 건강/물건 구매하기; 우리들의 이야기/물건 구매하기; 교육/물건 구매하기; 안전/교육정보; 요리/물건 구매하기; 기타/장보기
https://www.damoa.or.kr/main/cmf_video.php?no=2738,스마트폰을 사용할 때 지켜야 할 약속!,,EBS,부모교육 및 지원정책/핸드폰 사용법; 기타/바른 자세; 취미/핸드폰 사용법; 유튜브/핸드폰 사용법; 생활정보/핸드폰 사용법; 직업/핸드폰 사용법; 부모교육 및 지원정책/바른 자세; 건강/핸드폰 사용법; 취미/바른 자세; 우리들의 이야기/핸드폰 사용법; 교육/핸드폰 사용법; 요리/핸드폰 사용법; 유튜브/바른 자세; 생활정보/바른 자세; 직업/바른 자세; 건강/바른 자세; 우리들의 이야기/바른 자세; 교육/바른 자세; 요리/바른 자세; 안전/핸드폰 사용법; 안전/바른 자세; 기타/핸드폰 사용법
https://www.damoa.or.kr/main/cmf_video.php?no=116,바른 자세 요가,바른 자세,EBS,건강/요가하기; 유튜브/홈트레이닝; 우리들의 이야기/요가하기; 기타/바른 자세; 직업/홈트레이닝; 교육/요가하기; 건강/홈트레이닝; 요리/요가하기; 우리들의 이야기/홈트레이닝; 요리/홈트레이닝; 교육/홈트레이닝; 부모교육 및 지원정책/바른 자세; 취미/바른 자세; 안전/요가하기; 유튜브/바른 자세; 생활정보/바른 자세; 직업/바른 자세; 건강/바른 자세; 안전/홈트레이닝; 우리들의 이야기/바른 자세; 교육/바른 자세; 요리/바른 자세; 기타/요가하기; 기타/홈트레이닝; 부모교육 및 지원정책/요가하기; 안전/바른 자세; 취미/요가하기; 부모교육 및 지원정책/홈트레이닝; 취미/홈트레이닝; 유튜브/요가하기; 직업/요가하기
https://www.damoa.or.kr/main/cmf_video.php?no=4439,자폐성장애 김민성#계란껍질까기#엄마 도와주기#에그샌드위치#방학일상 #국립 경진학교#발달장애 #특수학교,방학,유튜브 채널 김민성 채널,부모교육 및 지원정책/방학; 안전/특수학교; 유튜브/샌드위치; 직업/샌드위치; 취미/방학; 유튜브/방학; 건강/샌드위치; 생활정보/방학; 우리들의 이야기/샌드위치; 교육/샌드위치; 직업/방학; 요리/샌드위치; 건강/방학; 우리들의 이야기/방학; 교육/방학; 기타/특수학교; 요리/방학; 부모교육 및 지원정책/특수학교; 안전/샌드위치; 취미/특수학교; 안전/방학; 유튜브/특수학교; 직업/특수학교; 건강/특수학교; 우리들의 이야기/특수학교; 교육/특수학교; 요리/특수학교; 기타/샌드위치; 기타/방학; 부모교육 및 지원정책/샌드위치; 취미/샌드위치
https://www.damoa.or.kr/main/cmf_video.php?no=4408,자폐성장애 김민성 #kfc 비스킷만들기#여름방학중 집에서 엄마랑#발달장애 #국립 경진학교#특수학교#홈베이킹 비스킷#장애인베이킹,방학,유튜브 채널 김민성 채널,부모교육 및 지원정책/방학; 안전/특수학교; 취미/방학; 유튜브/방학; 생활정보/방학; 직업/방학; 건강/방학; 우리들의 이야기/방학; 교육/방학; 기타/특수학교; 요리/방학; 부모교육 및 지원정책/특수학교; 취미/특수학교; 안전/방학; 유튜브/특수학교; 직업/특수학교; 건강/특수학교; 우리들의 이야기/특수학교; 교육/특수학교; 요리/특수학교; 기타/방학
https://www.damoa.or.kr/main/cmf_video.php?no=1560,발달장애 제이의 겨울방학 (2월) (+마르판증후군),방학,유튜브 채널 제이아빠,건강/방학; 부모교육 및 지원정책/방학; 우리들의 이야기/방학; 교육/방학; 안전/방학; 취미/방학; 요리/방학; 기타/방학; 유튜브/방학; 생활정보/방학; 직업/방학
https://www.damoa.or.kr/main/cmf_video.php?no=1508,발달장애 제이가 겨울방학입니다 [마르판증후군],방학,유튜브 채널 제이아빠,건강/방학; 부모교육 및 지원정책/방학; 우리들의 이야기/방학; 교육/방학; 안전/방학; 취미/방학; 요리/방학; 기타/방학; 유튜브/방학; 생활정보/방학; 직업/방학
https://www.damoa.or.kr/main/cmf_video.php?no=2755,분리수거를 부탁해! 쓰레기를 올바르게 버리는 방법,분리수거,시청자미디어재단,교육/분리수거; 안전/분리수거; 취미/분리수거; 요리/분리수거; 기타/분리수거; 유튜브/분리수거; 생활정보/분리수거; 직업/분리수거; 건강/분리수거; 부모교육 및 지원정책/분리수거; 우리들의 이야기/분리수거
https://www.damoa.or.kr/main/cmf_video.php?no=137,도전! 분리수거를 배워요!,분리수거,EBS,부모교육 및 지원정책/환경보호; 기타/분리수거; 취미/환경보호; 기타/교육정보; 유튜브/환경보호; 생활정보/환경보호; 직업/환경보호; 부모교육 및 지원정책/분리수거; 기타/집안일; 건강/환경보호; 부모교육 및 지원정책/교육정보; 취미/분리수거; 우리들의 이야기/환경보호; 취미/교육정보; 교육/환경보호; 요리/환경보호; 유튜브/분리수거; 유튜브/교육정보; 생활정보/분리수거; 직업/분리수거; 부모교육 및 지원정책/집안일; 직업/교육정보; 건강/분리수거; 취미/집안일; 건강/교육정보; 우리들의 이야기/분리수거; 유튜브/집안일; 교육/분리수거; 생활정보/집안일; 우리들의 이야기/교육정보; 교육/교육정보; 요리/분리수거; 직업/집안일; 안전/환경보호; 요리/교육정보; 건강/집안일; 우리들의 이야기/집안일; 교육/집안일; 요리/집안일; 안전/분리수거; 안전/교육정보; 기타/환경보호; 안전/집안일
https://www.damoa.or.kr/main/cmf_video.php?no=81,동물을 위해 쓰레기를 줄여야 하는 이유,,EBS,부모교육 및 지원정책/환경보호; 기타/분리수거; 취미/환경보호; 기타/교육정보; 유튜브/환경보호; 생활정보/환경보호; 직업/환경보호; 부모교육 및 지원정책/분리수거; 건강/환경보호; 부모교육 및 지원정책/교육정보; 취미/분리수거; 우리들의 이야기/환경보호; 취미/교육정보; 교육/환경보호; 요리/환경보호; 유튜브/분리수거; 유튜브/교육정보; 생활정보/분리수거; 직업/분리수거; 직업/교육정보; 건강/분리수거; 건강/교육정보; 우리들의 이야기/분리수거; 교육/분리수거; 우리들의 이야기/교육정보; 교육/교육정보; 요리/분리수거; 안전/환경보호; 요리/교육정보; 안전/분리수거; 안전/교육정보; 기타/환경보호
https://www.damoa.or.kr/main/cmf_video.php?no=46,환경보호를 위한 깡통 분리수거 방법,분리수거,EBS,부모교육 및 지원정책/환경보호; 기타/분리수거; 취미/환경보호; 기타/교육정보; 유튜브/환경보호; 생활정보/환경보호; 직업/환경보호; 부모교육 및 지원정책/분리수거; 건강/환경보호; 부모교육 및 지원정책/교육정보; 취미/분리수거; 우리들의 이야기/환경보호; 취미/교육정보; 교육/환경보호; 요리/환경보호; 유튜브/분리수거; 유튜브/교육정보; 생활정보/분리수거; 직업/분리수거; 직업/교육정보; 건강/분리수거; 건강/교육정보; 우리들의 이야기/분리수거; 교육/분리수거; 우리들의 이야기/교육정보; 교육/교육정보; 요리/분리수거; 안전/환경보호; 요리/교육정보; 안전/분리수거; 안전/교육정보; 기타/환경보호
