,제목,기관,키워드,카테고리목록,요약,링크
45,같이 꽃꽂이를 배워보자(같이 해요 시리즈 6편),유튜브 채널 사단법인 전국장애인부모연대,"교육, 꽃, 안전, 꽃, 취미, 꽃, 요리, 꽃, 기타, 꽃, 유튜브, 꽃, 생활정보, 꽃, 직업, 꽃, 건강, 꽃, 부모교육 및 지원정책, 꽃, 우리들의 이야기, 꽃, 꽃꽂이, 같이 해요, 시리즈",교육/꽃; 안전/꽃; 취미/꽃; 요리/꽃; 기타/꽃; 유튜브/꽃; 생활정보/꽃; 직업/꽃; 건강/꽃; 부모교육 및 지원정책/꽃; 우리들의 이야기/꽃,,https://www.damoa.or.kr/main/cmf_video.php?no=2703
46,꽃을 위해 일하는 재웅씨와 원예교육 배우기!,EBS,"교육, 꽃, 안전, 취미, 요리, 기타, 유튜브, 생활정보, 직업, 건강, 부모교육 및 지원정책, 우리들의 이야기, 재웅씨, 원예교육",교육/꽃; 안전/꽃; 취미/꽃; 요리/꽃; 기타/꽃; 유튜브/꽃; 생활정보/꽃; 직업/꽃; 건강/꽃; 부모교육 및 지원정책/꽃; 우리들의 이야기/꽃,,https://www.damoa.or.kr/main/cmf_video.php?no=2527
47,나풀나풀 꽃밭에 놀러온 나비,EBS,"교육, 꽃, 안전, 꽃, 취미, 꽃, 요리, 꽃, 기타, 꽃, 유튜브, 꽃, 생활정보, 꽃, 직업, 꽃, 건강, 꽃, 부모교육 및 지원정책, 꽃, 우리들의 이야기, 꽃, 나비, 꽃밭",교육/꽃; 안전/꽃; 취미/꽃; 요리/꽃; 기타/꽃; 유튜브/꽃; 생활정보/꽃; 직업/꽃; 건강/꽃; 부모교육 및 지원정책/꽃; 우리들의 이야기/꽃,,https://www.damoa.or.kr/main/cmf_video.php?no=2506
48,진우가 카메라를 들고 꽃을 찍었답니다.,유튜브 채널 발달장애 진우의 자립생활,"교육, 꽃, 안전, 취미, 요리, 기타, 유튜브, 생활정보, 직업, 건강, 부모교육 및 지원정책, 우리들의 이야기, 카메라, 진우, 촬영, 사진",교육/꽃; 안전/꽃; 취미/꽃; 요리/꽃; 기타/꽃; 유튜브/꽃; 생활정보/꽃; 직업/꽃; 건강/꽃; 부모교육 및 지원정책/꽃; 우리들의 이야기/꽃,,https://www.damoa.or.kr/main/cmf_video.php?no=2358
49,"행복을 꽃피우는 사람들의 공간, '교남 어유지 동산' 이야기 (휴먼다큐 희망人)",복지TV,"교육, 꽃, 안전, 꽃, 취미, 꽃, 요리, 꽃, 기타, 꽃, 유튜브, 꽃, 생활정보, 꽃, 직업, 꽃, 건강, 꽃, 부모교육 및 지원정책, 꽃, 우리들의 이야기, 꽃, 행복, 교남 어유지 동산, 희망人",교육/꽃; 안전/꽃; 취미/꽃; 요리/꽃; 기타/꽃; 유튜브/꽃; 생활정보/꽃; 직업/꽃; 건강/꽃; 부모교육 및 지원정책/꽃; 우리들의 이야기/꽃,,https://www.damoa.or.kr/main/cmf_video.php?no=2204
50,바다를 건너 꽃 핀 대화 | 한중일 발달장애 미술작가 특별전 현장,"유튜브 채널 외교부 Ministry of Foreign Affairs, Korea","교육, 안전, 취미, 요리, 기타, 유튜브, 생활정보, 직업, 건강, 부모교육 및 지원정책, 우리들의 이야기, 발달장애, 미술작가, 특별전, 대화, 꽃",교육/꽃; 안전/꽃; 취미/꽃; 요리/꽃; 기타/꽃; 유튜브/꽃; 생활정보/꽃; 직업/꽃; 건강/꽃; 부모교육 및 지원정책/꽃; 우리들의 이야기/꽃,,https://www.damoa.or.kr/main/cmf_video.php?no=2906
51,발달장애 인식개선 캠페인,유튜브 채널 대한민국 보건복지부,"발달장애, 인식개선, 교육, 안전, 취미, 요리, 기타, 유튜브, 생활정보, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기",교육/꽃; 안전/꽃; 취미/꽃; 요리/꽃; 기타/꽃; 유튜브/꽃; 생활정보/꽃; 직업/꽃; 건강/꽃; 부모교육 및 지원정책/꽃; 우리들의 이야기/꽃,,https://www.damoa.or.kr/main/cmf_video.php?no=2835
52,발달장애 제이와 벗꽃길을 걸어요,유튜브 채널 제이아빠,"발달장애, 제이, 벗꽃길, 교육, 안전, 취미, 요리, 기타, 유튜브, 생활정보, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 꽃",교육/꽃; 안전/꽃; 취미/꽃; 요리/꽃; 기타/꽃; 유튜브/꽃; 생활정보/꽃; 직업/꽃; 건강/꽃; 부모교육 및 지원정책/꽃; 우리들의 이야기/꽃,,https://www.damoa.or.kr/main/cmf_video.php?no=2062
53,충북음성 사과농장에 사과따기체험 하러왔어요~ [발달장애],유튜브 채널 태환아사랑해,"충북음성, 사과농장, 사과따기체험, 발달장애, 교육, 안전, 취미, 요리, 기타, 유튜브, 생활정보, 직업, 건강, 부모교육 및 지원정책, 우리들의 이야기",교육/꽃; 안전/꽃; 취미/꽃; 요리/꽃; 기타/꽃; 유튜브/꽃; 생활정보/꽃; 직업/꽃; 건강/꽃; 부모교육 및 지원정책/꽃; 우리들의 이야기/꽃,,https://www.damoa.or.kr/main/cmf_video.php?no=1404
54,[다큐멘터리] 꽃보다 아름다운 꿈 (MBN 착한엄지 2편),유튜브 채널 한국자폐인사랑협회,"교육, 안전, 취미, 요리, 기타, 유튜브, 생활정보, 직업, 건강, 부모교육 및 지원정책, 우리들의 이야기, 다큐멘터리, 꿈, 꽃",교육/꽃; 안전/꽃; 취미/꽃; 요리/꽃; 기타/꽃; 유튜브/꽃; 생활정보/꽃; 직업/꽃; 건강/꽃; 부모교육 및 지원정책/꽃; 우리들의 이야기/꽃,,https://www.damoa.or.kr/main/cmf_video.php?no=228
55,발달장애인의 대중교통 이용 요령을 알아봐요.,유튜브 채널 행정안전부,"발달장애인, 대중교통, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 취미, 요리, 교육, 안전, 기타, 생활정보, 유튜브",직업/대중교통; 건강/대중교통; 부모교육 및 지원정책/대중교통; 우리들의 이야기/대중교통; 취미/대중교통; 요리/대중교통; 교육/대중교통; 안전/대중교통; 기타/대중교통; 생활정보/대중교통; 유튜브/대중교통,,https://www.damoa.or.kr/main/cmf_video.php?no=2545
56,불이 난 지하철역 안전하게 대피하기,EBS,"불이, 지하철역, 안전, 대피, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 취미, 요리, 교육, 기타, 생활정보, 유튜브",직업/대중교통; 건강/대중교통; 부모교육 및 지원정책/대중교통; 우리들의 이야기/대중교통; 취미/대중교통; 요리/대중교통; 교육/대중교통; 안전/대중교통; 기타/대중교통; 생활정보/대중교통; 유튜브/대중교통,,https://www.damoa.or.kr/main/cmf_video.php?no=2530
57,진우가 엄마 아빠와 함께 제주도의 게스트 하우스를 대중교통을 이용해 다녀옵니다.,유튜브 채널 발달장애 진우의 자립생활,"진우, 엄마, 아빠, 제주도, 게스트 하우스, 대중교통, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 취미, 요리, 교육, 안전, 기타, 생활정보, 유튜브",직업/대중교통; 건강/대중교통; 부모교육 및 지원정책/대중교통; 우리들의 이야기/대중교통; 취미/대중교통; 요리/대중교통; 교육/대중교통; 안전/대중교통; 기타/대중교통; 생활정보/대중교통; 유튜브/대중교통,,https://www.damoa.or.kr/main/cmf_video.php?no=2333
58,멋지게 지하철 타기,EBS,"직업, 대중교통, 생활정보, 지하철 타기, 건강, 유튜브, 우리들의 이야기, 요리, 기타, 교육정보, 부모교육 및 지원정책, 취미, 안전",직업/대중교통; 생활정보/지하철 타기; 건강/대중교통; 유튜브/지하철 타기; 우리들의 이야기/대중교통; 요리/대중교통; 기타/교육정보; 직업/지하철 타기; 교육/대중교통; 건강/지하철 타기; 우리들의 이야기/지하철 타기; 요리/지하철 타기; 교육/지하철 타기; 부모교육 및 지원정책/교육정보; 취미/교육정보; 안전/대중교통; 유튜브/교육정보; 직업/교육정보; 건강/교육정보; 안전/지하철 타기; 유튜브/대중교통; 우리들의 이야기/교육정보; 교육/교육정보; 요리/교육정보; 기타/대중교통; 기타/지하철 타기; 부모교육 및 지원정책/대중교통; 안전/교육정보; 취미/대중교통; 부모교육 및 지원정책/지하철 타기; 생활정보/대중교통; 취미/지하철 타기,,https://www.damoa.or.kr/main/cmf_video.php?no=76
59,참정권 포기 할 수 없어…투표소에서 눈물 쏟은 발달장애인 / 연합뉴스 (Yonhapnews) 연합뉴스 Yonhapnews 구독자 105만명 구독,유튜브 채널 연합뉴스 Yonhapnews,"참정권, 투표, 발달장애인, 대통령, 선거, 건강, 교육, 부모교육, 생활정보, 유튜브, 취미, 안전, 우리들의 이야기, 요리, 직업",생활정보/대통령; 유튜브/대통령; 기타/투표; 직업/대통령; 건강/대통령; 우리들의 이야기/대통령; 교육/대통령; 기타/선거; 요리/대통령; 부모교육 및 지원정책/투표; 취미/투표; 부모교육 및 지원정책/선거; 유튜브/투표; 생활정보/투표; 취미/선거; 직업/투표; 유튜브/선거; 안전/대통령; 생활정보/선거; 건강/투표; 직업/선거; 우리들의 이야기/투표; 교육/투표; 건강/선거; 요리/투표; 우리들의 이야기/선거; 교육/선거; 요리/선거; 기타/대통령; 안전/투표; 안전/선거; 부모교육 및 지원정책/대통령; 취미/대통령,,https://www.damoa.or.kr/main/cmf_video.php?no=4601
60,2024y w31 EDEN's story (발달 장애 이든이 성장 이야기) - 구로 이키즈랜드,유튜브 채널 이든아빠,"발달 장애, 이든이, 성장 이야기, 구로 이키즈랜드, 대통령, 생활정보, 유튜브, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 안전",기타/대통령; 생활정보/대통령; 유튜브/대통령; 직업/대통령; 건강/대통령; 부모교육 및 지원정책/대통령; 우리들의 이야기/대통령; 교육/대통령; 취미/대통령; 요리/대통령; 안전/대통령,,https://www.damoa.or.kr/main/cmf_video.php?no=4417
61,알베르토와 함께 알아보는 선거 A to Z 어서와~ 선거는 처음이지?,시청자미디어재단,"생활정보, 대통령, 유튜브, 기타, 투표, 직업, 건강, 우리들의 이야기, 교육, 요리, 부모교육 및 지원정책, 취미, 안전, 선거",생활정보/대통령; 유튜브/대통령; 기타/투표; 직업/대통령; 건강/대통령; 우리들의 이야기/대통령; 교육/대통령; 기타/선거; 요리/대통령; 부모교육 및 지원정책/투표; 취미/투표; 부모교육 및 지원정책/선거; 유튜브/투표; 생활정보/투표; 취미/선거; 직업/투표; 유튜브/선거; 안전/대통령; 생활정보/선거; 건강/투표; 직업/선거; 우리들의 이야기/투표; 교육/투표; 건강/선거; 요리/투표; 우리들의 이야기/선거; 교육/선거; 요리/선거; 기타/대통령; 안전/투표; 안전/선거; 부모교육 및 지원정책/대통령; 취미/대통령,,https://www.damoa.or.kr/main/cmf_video.php?no=2752
62,문재인 대통령 초상화를 완성하는 진우,유튜브 채널 발달장애 진우의 자립생활,"기타, 대통령, 생활정보, 유튜브, 직업, 건강, 부모교육 및 지원정책, 우리들의 이야기, 교육, 취미, 요리, 안전",기타/대통령; 생활정보/대통령; 유튜브/대통령; 직업/대통령; 건강/대통령; 부모교육 및 지원정책/대통령; 우리들의 이야기/대통령; 교육/대통령; 취미/대통령; 요리/대통령; 안전/대통령,,https://www.damoa.or.kr/main/cmf_video.php?no=2261
63,용산 대통령실에 발달장애 예술가 작품 전시 / YTN,유튜브 채널 YTN,"용산, 대통령실, 발달장애, 예술가, 작품, 전시, 기타, 생활정보, 유튜브, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 안전",기타/대통령; 생활정보/대통령; 유튜브/대통령; 직업/대통령; 건강/대통령; 부모교육 및 지원정책/대통령; 우리들의 이야기/대통령; 교육/대통령; 취미/대통령; 요리/대통령; 안전/대통령,,https://www.damoa.or.kr/main/cmf_video.php?no=3857
64,[현장의재구성] 대통령이 발달장애 아티스트들에게 한 약속 #Shorts / 연합뉴스TV (YonhapnewsTV),유튜브 채널 연합뉴스TV,"대통령, 발달장애, 아티스트, 기타, 생활정보, 유튜브, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 안전",기타/대통령; 생활정보/대통령; 유튜브/대통령; 직업/대통령; 건강/대통령; 부모교육 및 지원정책/대통령; 우리들의 이야기/대통령; 교육/대통령; 취미/대통령; 요리/대통령; 안전/대통령,,https://www.damoa.or.kr/main/cmf_video.php?no=3854
65,윤대통령 드라마로 발달장애 관심 높아…더 열심히 지원 / 연합뉴스TV (YonhapnewsTV),유튜브 채널 연합뉴스TV,"윤대통령, 드라마, 발달장애, 관심, 지원, 기타, 생활정보, 유튜브, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 안전",기타/대통령; 생활정보/대통령; 유튜브/대통령; 직업/대통령; 건강/대통령; 부모교육 및 지원정책/대통령; 우리들의 이야기/대통령; 교육/대통령; 취미/대통령; 요리/대통령; 안전/대통령,,https://www.damoa.or.kr/main/cmf_video.php?no=3852
66,"윤 대통령, 발달장애인 돌봄시설 찾았다! 현장 방문해 격려하고 장애인복지관 관계자와의 간담회 참석!",유튜브 채널 KTV국민방송,"기타, 대통령, 생활정보, 유튜브, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 안전, 발달장애인, 돌봄시설, 현장 방문, 격려, 장애인복지관, 간담회",기타/대통령; 생활정보/대통령; 유튜브/대통령; 직업/대통령; 건강/대통령; 부모교육 및 지원정책/대통령; 우리들의 이야기/대통령; 교육/대통령; 취미/대통령; 요리/대통령; 안전/대통령,,https://www.damoa.or.kr/main/cmf_video.php?no=3851
67,[MBCNEWS] 문 대통령 발달장애 관련 예산 3배 확대,유튜브 채널 MBCNEWS,"기타, 대통령, 생활정보, 대통령, 유튜브, 대통령, 직업, 대통령, 건강, 대통령, 부모교육 및 지원정책, 대통령, 우리들의 이야기, 대통령, 교육, 대통령, 취미, 대통령, 요리, 대통령, 안전, 대통령, 발달장애, 예산, 확대",기타/대통령; 생활정보/대통령; 유튜브/대통령; 직업/대통령; 건강/대통령; 부모교육 및 지원정책/대통령; 우리들의 이야기/대통령; 교육/대통령; 취미/대통령; 요리/대통령; 안전/대통령,,https://www.damoa.or.kr/main/cmf_video.php?no=1657
68,[YTN News] 문 대통령 발달장애 영유아기 진단 중요...내년 예산 세 배 확대,유튜브 채널 YTN NEWS,"대통령, 발달장애, 영유아기, 진단, 예산, 확대, 생활정보, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 안전",기타/대통령; 생활정보/대통령; 유튜브/대통령; 직업/대통령; 건강/대통령; 부모교육 및 지원정책/대통령; 우리들의 이야기/대통령; 교육/대통령; 취미/대통령; 요리/대통령; 안전/대통령,,https://www.damoa.or.kr/main/cmf_video.php?no=1639
69,[아침마당]특별인터뷰 - 발달 장애 작가 초대전 박상현,유튜브 채널 Radio Korea,"건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 안전, 기타, 생활정보, 유튜브, 직업, 발달 장애, 작가, 인터뷰, 박상현",건강/라디오; 부모교육 및 지원정책/라디오; 우리들의 이야기/라디오; 교육/라디오; 취미/라디오; 요리/라디오; 안전/라디오; 기타/라디오; 생활정보/라디오; 유튜브/라디오; 직업/라디오,,https://www.damoa.or.kr/main/cmf_video.php?no=4603
